"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
38.4	10	970	968	961	1	0	0	3	0	0	1	1	1	0	1	1
38.5	11	968	965	972	1	0	1	0	0	5	0	1	2	0	2	1
38.6	12	965	962	972	4	1	3	2	3	0	0	0	1	1	1	2
38.7	11	970	970	966	0	0	1	0	1	0	1	1	1	1	0	2
38.8	13	963	967	975	0	1	1	0	1	0	0	1	1	3	3	1
38.9	14	971	970	961	1	1	2	0	1	0	1	0	0	1	2	0
39.	13	967	975	965	0	0	0	1	1	0	2	0	1	2	3	2
39.1	11	967	971	966	0	1	0	1	1	1	0	1	0	0	1	0
39.2	13	966	966	968	2	4	0	1	2	1	1	1	0	1	0	1
39.3	15	973	969	969	0	0	0	2	0	1	0	1	0	1	1	0
39.4	17	968	969	968	2	0	1	0	2	2	1	1	1	0	1	1
39.5	17	974	971	966	3	1	2	3	3	0	1	1	0	1	0	1
39.6	17	969	968	974	2	3	0	0	2	1	0	3	1	0	1	1
39.7	15	974	970	968	1	0	0	2	1	4	1	0	2	1	0	1
39.8	15	969	971	962	1	0	1	0	2	0	1	1	3	1	0	2
39.9	14	976	972	971	0	0	2	1	2	0	0	0	1	0	0	1
40.	13	963	968	969	0	1	0	1	1	1	0	0	0	1	2	1
40.1	13	966	967	971	0	0	1	2	1	3	0	0	1	3	2	0
40.2	12	971	966	968	0	1	1	1	2	0	2	0	1	2	1	2
40.3	12	975	967	964	3	1	0	1	2	1	2	1	2	1	2	1
40.4	11	972	976	974	1	1	0	0	0	0	0	0	0	0	0	0
40.5	12	967	965	971	0	3	0	0	0	3	2	0	1	2	0	0
40.6	10	970	969	975	1	1	3	0	1	0	0	0	0	1	2	0
40.7	10	973	970	969	2	0	3	0	0	0	0	2	0	1	0	2
40.8	11	973	967	968	2	1	2	2	0	0	1	1	1	2	2	1
40.9	10	964	965	965	3	1	1	0	0	1	2	0	3	1	3	1
41.	11	975	970	966	0	2	0	0	1	2	2	0	0	1	1	0
41.1	11	968	957	970	1	2	3	1	0	1	0	2	1	1	2	1
41.2	12	971	978	965	0	1	0	1	0	0	1	0	0	1	0	2
41.3	12	967	966	973	2	0	1	0	0	0	1	0	2	0	0	0
41.4	15	960	967	976	1	1	0	3	2	0	1	1	0	0	1	0
41.5	13	967	970	972	1	2	2	1	0	3	1	0	1	1	2	0
41.6	12	968	967	973	0	0	1	1	1	1	0	0	1	2	0	1
41.7	12	965	977	968	2	0	0	0	1	0	1	0	0	1	3	1
41.8	13	966	963	968	2	0	1	2	1	0	2	1	1	0	2	0
41.9	12	971	972	971	1	1	1	2	1	1	0	0	1	2	0	0
42.	13	971	972	965	3	0	1	1	0	1	4	2	0	1	1	1
42.1	12	969	965	972	1	1	1	1	2	1	1	1	0	0	0	1
42.2	11	971	963	971	0	2	2	2	1	1	0	0	5	2	0	1
42.3	12	972	971	970	2	3	0	0	1	1	0	0	1	2	0	0
42.4	13	972	969	977	0	2	0	0	2	1	1	1	1	2	1	2
42.5	14	967	967	972	2	0	0	0	2	0	1	2	3	0	3	1
42.6	12	965	965	972	2	0	0	1	0	3	0	1	3	0	2	0
42.7	13	963	969	965	2	2	1	1	2	1	1	1	3	2	1	0
42.8	14	968	969	969	1	1	0	0	1	1	1	1	1	0	0	3
42.9	15	969	971	968	0	0	2	2	0	0	1	1	2	0	3	1
43.	16	971	970	971	1	0	2	1	0	0	0	0	1	0	0	1
43.1	14	968	969	970	0	0	2	1	0	1	0	1	2	0	1	1
43.2	10	973	968	966	2	2	2	1	2	2	1	0	0	0	0	0
43.3	9	964	970	974	2	2	0	0	1	1	2	0	1	0	2	0
43.4	6	978	974	970	0	0	1	2	1	1	0	1	0	1	0	0
43.5	5	962	972	972	0	4	1	0	1	0	1	1	0	0	0	2
43.6	6	966	971	969	0	1	0	0	1	0	1	3	0	1	0	0
43.7	6	973	969	968	1	1	1	1	1	0	1	0	2	0	0	1
43.8	6	976	969	973	2	1	0	0	0	1	0	0	1	1	0	0
43.9	7	968	974	966	0	0	1	2	2	0	2	0	0	3	0	0
44.	7	971	968	972	2	0	0	1	0	1	1	0	1	1	0	1
44.1	10	967	973	974	1	1	0	0	0	0	2	2	1	0	0	0
44.2	11	970	978	967	0	0	0	0	2	0	1	0	2	2	0	0
44.3	12	964	967	971	2	1	1	0	0	1	1	1	0	1	1	0
44.4	11	965	970	970	0	2	0	2	1	2	1	0	0	4	2	1
44.5	12	964	975	973	0	1	1	0	1	1	1	2	0	1	3	1
44.6	11	969	969	963	0	1	4	1	2	0	1	1	0	1	1	1
44.7	10	967	969	961	1	2	1	3	0	2	0	2	0	1	4	1
44.8	10	976	966	967	0	1	0	1	0	0	1	2	2	1	0	2
44.9	11	968	972	972	1	1	0	1	0	1	0	0	2	0	0	0
45.	9	967	968	963	1	2	0	2	2	0	1	1	2	0	0	0
45.1	10	970	965	974	0	3	3	2	0	0	1	0	1	1	1	1
45.2	9	965	969	975	0	3	1	1	2	0	1	0	0	2	0	1
45.3	9	971	966	963	1	1	0	0	1	2	2	0	0	0	0	0
45.4	10	964	965	972	0	2	0	1	1	1	1	3	1	0	1	0
45.5	11	965	967	969	0	1	0	1	1	1	1	0	0	0	1	2
45.6	11	966	968	967	0	0	0	2	5	3	2	1	1	1	0	0
45.7	9	974	966	969	0	0	1	1	0	3	1	1	1	0	1	2
45.8	13	974	962	976	2	2	0	2	0	0	1	0	0	2	1	1
45.9	14	965	964	972	0	2	3	2	2	1	3	1	0	1	0	0
46.	11	970	972	967	3	1	2	1	0	0	2	2	0	0	0	1
46.1	13	972	964	974	0	0	1	2	2	0	1	1	1	2	1	0
46.2	12	971	963	969	1	2	2	1	0	3	1	1	2	1	1	2
46.3	13	967	973	972	2	1	1	1	0	3	0	0	0	0	0	0
46.4	12	975	975	972	0	1	0	1	2	0	0	0	0	1	0	0
46.5	12	966	972	969	0	0	1	3	2	0	0	0	0	0	3	1
46.6	12	963	970	961	3	1	2	0	4	1	1	0	1	2	0	2
46.7	12	961	972	966	1	0	2	3	2	2	1	0	1	1	2	1
46.8	11	969	971	969	2	1	1	1	1	0	0	1	3	2	3	1
46.9	10	964	970	966	0	1	1	0	1	1	1	0	2	1	2	2
47.	11	967	977	964	2	0	2	1	2	1	0	1	1	1	1	0
47.1	10	964	970	972	0	3	0	2	1	3	0	3	0	0	0	3
47.2	10	965	973	968	0	0	0	1	2	1	0	0	1	0	0	0
47.3	11	964	976	967	1	0	1	0	2	0	1	0	0	0	1	0
47.4	11	971	972	968	1	3	2	1	1	1	2	0	2	0	0	1
47.5	13	972	968	964	1	1	1	2	1	0	1	1	0	2	1	0
47.6	13	974	969	970	0	1	2	1	1	1	1	1	0	0	2	2
47.7	13	972	972	964	1	1	2	0	0	1	1	2	1	1	0	0
47.8	13	965	968	972	2	1	1	1	0	5	0	1	1	0	0	0
47.9	14	974	965	963	3	0	1	0	0	0	2	1	1	0	2	1
48.	13	968	970	967	1	1	3	1	1	0	1	0	2	1	3	0
48.1	13	961	976	972	0	0	0	1	1	0	0	3	3	0	1	1
48.2	14	967	976	964	1	0	2	2	0	0	0	1	1	2	0	2
48.3	12	967	961	970	1	0	1	0	1	1	0	2	1	0	1	2
48.4	12	966	968	972	0	2	0	0	0	1	0	2	2	1	2	0
48.5	11	971	973	977	0	0	0	0	1	2	2	1	2	0	0	1
48.6	11	968	970	974	0	0	1	0	0	1	0	0	1	2	0	1
48.7	13	962	969	965	2	2	1	1	5	1	3	0	0	1	1	0
48.8	10	971	963	967	1	0	3	2	2	1	1	0	0	3	2	3
48.9	10	967	970	969	0	1	1	1	1	0	0	1	1	0	1	0
49.	10	960	968	969	1	0	2	2	3	1	1	4	1	1	2	0
49.1	9	973	965	972	2	0	0	2	0	1	0	0	1	1	0	2
49.2	9	969	970	969	0	0	0	3	2	0	1	2	0	1	0	1
49.3	12	967	964	971	1	0	1	0	2	0	1	1	4	1	1	1
49.4	12	979	964	967	1	0	2	2	0	0	1	1	0	0	0	1
49.5	11	973	970	976	0	0	0	0	0	1	1	0	1	1	0	1
49.6	11	964	972	971	2	0	0	0	2	0	0	0	2	0	2	1
49.7	13	964	962	978	2	1	0	0	2	1	1	2	3	0	1	0
49.8	13	972	971	975	0	1	1	1	1	0	0	0	2	0	1	0
49.9	12	971	973	969	1	1	1	4	1	0	0	1	1	1	0	0
50.	12	973	972	968	0	1	2	3	3	1	0	0	0	0	0	0
